indexkey,Symbol,Date,Volume_Traded
6917,BAC,2022-04-18,80080290.0
6918,BAC,2022-04-19,53714213.0
6919,BAC,2022-04-20,47064325.0
6920,BAC,2022-04-21,46245947.0
6921,BAC,2022-04-22,50409832.0
6922,BAC,2022-04-25,64301121.0
6923,BAC,2022-04-26,44809898.0
6924,BAC,2022-04-27,39824871.0
6925,BAC,2022-04-28,39567841.0
6926,BAC,2022-04-29,47420201.0
6927,BAC,2022-05-02,46652228.0
6928,BAC,2022-05-03,48926008.0
6929,BAC,2022-05-04,57860341.0
6930,BAC,2022-05-05,48860647.0
6931,BAC,2022-05-06,50440080.0
6932,BAC,2022-05-09,51241970.0
6933,BAC,2022-05-10,60235259.0
6934,BAC,2022-05-11,54969264.0
6935,BAC,2022-05-12,61231467.0
6936,BAC,2022-05-13,49117857.0
6937,BAC,2022-05-16,39076463.0
6938,BAC,2022-05-17,42635615.0
6939,BAC,2022-05-18,47396915.0
6940,BAC,2022-05-19,47002714.0
6941,BAC,2022-05-20,62406548.0
6942,BAC,2022-05-23,69081852.0
6943,BAC,2022-05-24,46146669.0
6944,BAC,2022-05-25,49343427.0
6945,BAC,2022-05-26,60201240.0
6946,BAC,2022-05-27,43365604.0
6947,BAC,2022-05-31,71609155.0
6948,BAC,2022-06-01,35237941.0
6949,BAC,2022-06-02,35341881.0
6950,BAC,2022-06-03,25235197.0
6951,BAC,2022-06-06,40394048.0
6952,BAC,2022-06-07,29152216.0
6953,BAC,2022-06-08,33590631.0
6954,BAC,2022-06-09,49464073.0
6955,BAC,2022-06-10,49346170.0
6956,BAC,2022-06-13,61216575.0
6957,BAC,2022-06-14,49349754.0
6958,BAC,2022-06-15,51540135.0
6959,BAC,2022-06-16,61363408.0
6960,BAC,2022-06-17,80470252.0
6961,BAC,2022-06-21,53537219.0
6962,BAC,2022-06-22,38335789.0
6963,BAC,2022-06-23,44091460.0
6964,BAC,2022-06-24,79504692.0
6965,BAC,2022-06-27,47900293.0
6966,BAC,2022-06-28,49915905.0
6967,BAC,2022-06-29,35149746.0
6968,BAC,2022-06-30,46312262.0
6969,BAC,2022-07-01,40236080.0
6970,BAC,2022-07-05,47442656.0
6971,BAC,2022-07-06,35933728.0
6972,BAC,2022-07-07,40137866.0
6973,BAC,2022-07-08,31153758.0
6974,BAC,2022-07-11,29342283.0
6975,BAC,2022-07-12,39527035.0
6976,BAC,2022-07-13,44153699.0
6977,BAC,2022-07-14,51707785.0
6978,BAC,2022-07-15,77801694.0
6979,BAC,2022-07-18,56382923.0
6980,BAC,2022-07-19,46874861.0
6981,BAC,2022-07-20,35514908.0
6982,BAC,2022-07-21,31243966.0
6983,BAC,2022-07-22,27115352.0
6984,BAC,2022-07-25,30380960.0
6985,BAC,2022-07-26,30645743.0
6986,BAC,2022-07-27,30344780.0
6987,BAC,2022-07-28,40176465.0
6988,BAC,2022-07-29,48152531.0
6989,BAC,2022-08-01,32336671.0
6990,BAC,2022-08-02,37884135.0
6991,BAC,2022-08-03,30065776.0
6992,BAC,2022-08-04,28404453.0
6993,BAC,2022-08-05,35874544.0
6994,BAC,2022-08-08,33474410.0
6995,BAC,2022-08-09,40196923.0
6996,BAC,2022-08-10,61415796.0
6997,BAC,2022-08-11,50420767.0
6998,BAC,2022-08-12,31821682.0
6999,BAC,2022-08-15,24907959.0
7000,BAC,2022-08-16,31870170.0
7001,BAC,2022-08-17,27125579.0
7002,BAC,2022-08-18,23138277.0
7003,BAC,2022-08-19,36485444.0
7004,BAC,2022-08-22,31210313.0
7005,BAC,2022-08-23,26587950.0
7006,BAC,2022-08-24,31389358.0
7007,BAC,2022-08-25,40576733.0
7008,BAC,2022-08-26,36152571.0
7009,BAC,2022-08-29,34931028.0
7010,BAC,2022-08-30,48194904.0
7011,BAC,2022-08-31,44917577.0
7012,BAC,2022-09-01,32848894.0
7013,BAC,2022-09-02,44000794.0
7014,BAC,2022-09-06,40762410.0
7015,BAC,2022-09-07,40742644.0
7016,BAC,2022-09-08,44361831.0
7017,BAC,2022-09-09,37308711.0
7018,BAC,2022-09-12,30533965.0
7019,BAC,2022-09-13,40959631.0
7020,BAC,2022-09-14,32004428.0
7021,BAC,2022-09-15,44863253.0
7022,BAC,2022-09-16,54281841.0
7023,BAC,2022-09-19,29781993.0
7024,BAC,2022-09-20,33591050.0
7025,BAC,2022-09-21,51667806.0
7026,BAC,2022-09-22,47527455.0
7027,BAC,2022-09-23,55316073.0
7028,BX,2021-09-27,3348980.0
7029,BX,2021-09-28,4755820.0
7030,BX,2021-09-29,2434455.0
7031,BX,2021-09-30,4652769.0
7032,BX,2021-10-01,4267793.0
7033,BX,2021-10-04,7681608.0
7034,BX,2021-10-05,3422701.0
7035,BX,2021-10-06,2714796.0
7036,BX,2021-10-07,3610234.0
7037,BX,2021-10-08,1935911.0
7038,BX,2021-10-11,1401582.0
7039,BX,2021-10-12,2365672.0
7040,BX,2021-10-13,2118007.0
7041,BX,2021-10-14,3234207.0
7042,BX,2021-10-15,2859977.0
7043,BX,2021-10-18,2621911.0
7044,BX,2021-10-19,2182479.0
7045,BX,2021-10-20,2913664.0
7046,BX,2021-10-21,4251343.0
7047,BX,2021-10-22,3346900.0
7048,BX,2021-10-25,2793370.0
7049,BX,2021-10-26,2842407.0
7050,BX,2021-10-27,3799470.0
7051,BX,2021-10-28,2985733.0
7052,BX,2021-10-29,4100872.0
7053,BX,2021-11-01,2780625.0
7054,BX,2021-11-02,3689047.0
7055,BX,2021-11-03,2827659.0
7056,BX,2021-11-04,4413807.0
7057,BX,2021-11-05,3623825.0
7058,BX,2021-11-08,3836654.0
7059,BX,2021-11-09,3525966.0
7060,BX,2021-11-10,3465546.0
7061,BX,2021-11-11,2099192.0
7062,BX,2021-11-12,2746757.0
7063,BX,2021-11-15,2226510.0
7064,BX,2021-11-16,2529835.0
7065,BX,2021-11-17,2578218.0
7066,BX,2021-11-18,3009958.0
7067,BX,2021-11-19,2867544.0
7068,BX,2021-11-22,4548159.0
7069,BX,2021-11-23,2802766.0
7070,BX,2021-11-24,2752019.0
7071,BX,2021-11-26,2670588.0
7072,BX,2021-11-29,3354115.0
7073,BX,2021-11-30,14190796.0
7074,BX,2021-12-01,4732493.0
7075,BX,2021-12-02,3218499.0
7076,BX,2021-12-03,4434829.0
7077,BX,2021-12-06,4793798.0
7078,BX,2021-12-07,3033623.0
7079,BX,2021-12-08,7133269.0
7080,BX,2021-12-09,3895984.0
7081,BX,2021-12-10,2351923.0
7082,BX,2021-12-13,4793015.0
7083,BX,2021-12-14,7265804.0
7084,BX,2021-12-15,4182534.0
7085,BX,2021-12-16,4320171.0
7086,BX,2021-12-17,4591254.0
7087,BX,2021-12-20,5599769.0
7088,BX,2021-12-21,3582155.0
7089,BX,2021-12-22,5404507.0
7090,BX,2021-12-23,4729746.0
7091,BX,2021-12-27,2558501.0
7092,BX,2021-12-28,2745887.0
7093,BX,2021-12-29,4076463.0
7094,BX,2021-12-30,2164827.0
7095,BX,2021-12-31,1553602.0
7096,BX,2022-01-03,3903241.0
7097,BX,2022-01-04,3769372.0
7098,BX,2022-01-05,6376606.0
7099,BX,2022-01-06,4678309.0
7100,BX,2022-01-07,2963178.0
7101,BX,2022-01-10,7798473.0
7102,BX,2022-01-11,4460512.0
7103,BX,2022-01-12,4740329.0
7104,BX,2022-01-13,3731272.0
7105,BX,2022-01-14,4125519.0
7106,BX,2022-01-18,3761014.0
7107,BX,2022-01-19,3006517.0
7108,BX,2022-01-20,4611007.0
7109,BX,2022-01-21,5031274.0
7110,BX,2022-01-24,9541155.0
7111,BX,2022-01-25,6382145.0
7112,BX,2022-01-26,6968590.0
7113,BX,2022-01-27,9362421.0
7114,BX,2022-01-28,6100941.0
7115,BX,2022-01-31,8759120.0
7116,BX,2022-02-01,7124845.0
7117,BX,2022-02-02,5154013.0
7118,BX,2022-02-03,5445281.0
7119,BX,2022-02-04,5632506.0
7120,BX,2022-02-07,5021816.0
7121,BX,2022-02-08,4605874.0
7122,BX,2022-02-09,7518887.0
7123,BX,2022-02-10,6082016.0
7124,BX,2022-02-11,9209845.0
7125,BX,2022-02-14,6527704.0
7126,BX,2022-02-15,5019038.0
7127,BX,2022-02-16,2922030.0
7128,BX,2022-02-17,2808881.0
7129,BX,2022-02-18,3832589.0
7130,BX,2022-02-22,3469924.0
7131,BX,2022-02-23,2932726.0
7132,BX,2022-02-24,5967867.0
7133,BX,2022-02-25,5395212.0
7134,BX,2022-02-28,4249192.0
7135,BX,2022-03-01,3311720.0
7136,BX,2022-03-02,4092491.0
7137,BX,2022-03-03,3738304.0
7138,BX,2022-03-04,6569222.0
7139,BX,2022-03-07,8283093.0
7140,BX,2022-03-08,5953834.0
7141,BX,2022-03-09,4000345.0
7142,BX,2022-03-10,3225453.0
7143,BX,2022-03-11,2993791.0
7144,BX,2022-03-14,5560152.0
7145,BX,2022-03-15,4359740.0
7146,BX,2022-03-16,6124504.0
7147,BX,2022-03-17,4999200.0
7148,BX,2022-03-18,10598794.0
7149,BX,2022-03-21,4758248.0
7150,BX,2022-03-22,3629107.0
7151,BX,2022-03-23,2405820.0
7152,BX,2022-03-24,2710726.0
7153,BX,2022-03-25,2687211.0
7154,BX,2022-03-28,2568781.0
7155,BX,2022-03-29,4988065.0
7156,BX,2022-03-30,3478623.0
7157,BX,2022-03-31,4235014.0
7158,BX,2022-04-01,2271754.0
7159,BX,2022-04-04,2662915.0
7160,BX,2022-04-05,3651152.0
7161,BX,2022-04-06,4792151.0
7162,BX,2022-04-07,6040412.0
7163,BX,2022-04-08,2695323.0
7164,BX,2022-04-11,3748988.0
7165,BX,2022-04-12,2945333.0
7166,BX,2022-04-13,2950700.0
7167,BX,2022-04-14,2624581.0
7168,BX,2022-04-18,2353459.0
7169,BX,2022-04-19,3306253.0
7170,BX,2022-04-20,5236383.0
7171,BX,2022-04-21,8310074.0
7172,BX,2022-04-22,7339315.0
7173,BX,2022-04-25,4666838.0
7174,BX,2022-04-26,3926843.0
7175,BX,2022-04-27,3068110.0
7176,BX,2022-04-28,4203335.0
7177,BX,2022-04-29,5109690.0
7178,BX,2022-05-02,7478827.0
7179,BX,2022-05-03,3995271.0
7180,BX,2022-05-04,4283328.0
7181,BX,2022-05-05,6325791.0
7182,BX,2022-05-06,5945581.0
7183,BX,2022-05-09,8106813.0
7184,BX,2022-05-10,5417030.0
7185,BX,2022-05-11,5529006.0
7186,BX,2022-05-12,6275842.0
7187,BX,2022-05-13,6445827.0
7188,BX,2022-05-16,3841612.0
7189,BX,2022-05-17,3401104.0
7190,BX,2022-05-18,4142071.0
7191,BX,2022-05-19,4129494.0
7192,BX,2022-05-20,4775736.0
7193,BX,2022-05-23,4463299.0
7194,BX,2022-05-24,6344573.0
7195,BX,2022-05-25,4701862.0
7196,BX,2022-05-26,6722103.0
7197,BX,2022-05-27,6322614.0
7198,BX,2022-05-31,7242090.0
7199,BX,2022-06-01,2768847.0
7200,BX,2022-06-02,4375265.0
7201,BX,2022-06-03,2845782.0
7202,BX,2022-06-06,4956429.0
7203,BX,2022-06-07,3156710.0
7204,BX,2022-06-08,3623802.0
7205,BX,2022-06-09,4263225.0
7206,BX,2022-06-10,5445323.0
7207,BX,2022-06-13,8145447.0
7208,BX,2022-06-14,7031687.0
7209,BX,2022-06-15,8672882.0
7210,BX,2022-06-16,9253151.0
7211,BX,2022-06-17,8031930.0
7212,BX,2022-06-21,7361434.0
7213,BX,2022-06-22,5241328.0
7214,BX,2022-06-23,5501720.0
7215,BX,2022-06-24,5545639.0
7216,BX,2022-06-27,3918879.0
7217,BX,2022-06-28,4102665.0
7218,BX,2022-06-29,4089085.0
7219,BX,2022-06-30,4637629.0
7220,BX,2022-07-01,2687332.0
7221,BX,2022-07-05,3762078.0
7222,BX,2022-07-06,3368421.0
7223,BX,2022-07-07,2760968.0
7224,BX,2022-07-08,2411726.0
7225,BX,2022-07-11,3233255.0
7226,BX,2022-07-12,2423148.0
7227,BX,2022-07-13,3657668.0
7228,BX,2022-07-14,4610764.0
7229,BX,2022-07-15,4294820.0
7230,BX,2022-07-18,2948992.0
7231,BX,2022-07-19,5204995.0
7232,BX,2022-07-20,4635867.0
7233,BX,2022-07-21,8774136.0
7234,BX,2022-07-22,6408633.0
7235,BX,2022-07-25,4640560.0
7236,BX,2022-07-26,4154966.0
7237,BX,2022-07-27,4352979.0
7238,BX,2022-07-28,5444248.0
7239,BX,2022-07-29,5443570.0
7240,BX,2022-08-01,3569849.0
7241,BX,2022-08-02,3436395.0
7242,BX,2022-08-03,3350119.0
7243,BX,2022-08-04,4474209.0
7244,BX,2022-08-05,2621601.0
7245,BX,2022-08-08,2829251.0
7246,BX,2022-08-09,2169916.0
7247,BX,2022-08-10,5778644.0
7248,BX,2022-08-11,4185344.0
7249,BX,2022-08-12,2541867.0
7250,BX,2022-08-15,3042754.0
7251,BX,2022-08-16,3410388.0
7252,BX,2022-08-17,2263705.0
7253,BX,2022-08-18,1720718.0
7254,BX,2022-08-19,4138312.0
7255,BX,2022-08-22,3496899.0
7256,BX,2022-08-23,2193624.0
7257,BX,2022-08-24,2128546.0
7258,BX,2022-08-25,1924231.0
7259,BX,2022-08-26,5078431.0
7260,BX,2022-08-29,3380082.0
7261,BX,2022-08-30,3336738.0
7262,BX,2022-08-31,3898082.0
7263,BX,2022-09-01,3770904.0
7264,BX,2022-09-02,3628138.0
7265,BX,2022-09-06,2291387.0
7266,BX,2022-09-07,2067002.0
7267,BX,2022-09-08,2607792.0
7268,BX,2022-09-09,2309804.0
7269,BX,2022-09-12,2292721.0
7270,BX,2022-09-13,5168491.0
7271,BX,2022-09-14,2670740.0
7272,BX,2022-09-15,2471101.0
7273,BX,2022-09-16,5800286.0
7274,BX,2022-09-19,3103923.0
7275,BX,2022-09-20,4238954.0
7276,BX,2022-09-21,3698190.0
7277,BX,2022-09-22,7492803.0
7278,BX,2022-09-23,6475203.0
7279,USB,2021-09-27,5388381.0
7280,USB,2021-09-28,7223130.0
7281,USB,2021-09-29,4934657.0
7282,USB,2021-09-30,5652885.0
7283,USB,2021-10-01,6334029.0
7284,USB,2021-10-04,5305346.0
7285,USB,2021-10-05,5365327.0
7286,USB,2021-10-06,5037272.0
7287,USB,2021-10-07,5104884.0
7288,USB,2021-10-08,4554686.0
7289,USB,2021-10-11,3713463.0
7290,USB,2021-10-12,4108266.0
7291,USB,2021-10-13,5001856.0
7292,USB,2021-10-14,8490979.0
7293,USB,2021-10-15,9158119.0
7294,USB,2021-10-18,5212195.0
7295,USB,2021-10-19,3506846.0
7296,USB,2021-10-20,4806538.0
7297,USB,2021-10-21,4699103.0
7298,USB,2021-10-22,5251199.0
7299,USB,2021-10-25,3043630.0
7300,USB,2021-10-26,3825608.0
7301,USB,2021-10-27,7255061.0
7302,USB,2021-10-28,3979075.0
7303,USB,2021-10-29,4008575.0
7304,USB,2021-11-01,2797458.0
7305,USB,2021-11-02,3588365.0
7306,USB,2021-11-03,4187464.0
7307,USB,2021-11-04,4260307.0
7308,USB,2021-11-05,3907460.0
7309,USB,2021-11-08,3563872.0
7310,USB,2021-11-09,4042860.0
7311,USB,2021-11-10,3580109.0
7312,USB,2021-11-11,2893682.0
7313,USB,2021-11-12,3686046.0
7314,USB,2021-11-15,3190143.0
7315,USB,2021-11-16,3910531.0
7316,USB,2021-11-17,4177291.0
7317,USB,2021-11-18,3947078.0
7318,USB,2021-11-19,4302265.0
7319,USB,2021-11-22,5534329.0
7320,USB,2021-11-23,4686910.0
7321,USB,2021-11-24,2862823.0
7322,USB,2021-11-26,4654259.0
7323,USB,2021-11-29,4965292.0
7324,USB,2021-11-30,10031082.0
7325,USB,2021-12-01,6293220.0
7326,USB,2021-12-02,5410864.0
7327,USB,2021-12-03,6285946.0
7328,USB,2021-12-06,6425524.0
7329,USB,2021-12-07,8751675.0
7330,USB,2021-12-08,4190939.0
7331,USB,2021-12-09,5617021.0
7332,USB,2021-12-10,4034850.0
7333,USB,2021-12-13,4763111.0
7334,USB,2021-12-14,4585579.0
7335,USB,2021-12-15,6417616.0
7336,USB,2021-12-16,7989281.0
7337,USB,2021-12-17,14928654.0
7338,USB,2021-12-20,6656014.0
7339,USB,2021-12-21,4620124.0
7340,USB,2021-12-22,4896012.0
7341,USB,2021-12-23,4679588.0
7342,USB,2021-12-27,3711608.0
7343,USB,2021-12-28,3129012.0
7344,USB,2021-12-29,4269191.0
7345,USB,2021-12-30,4346687.0
7346,USB,2021-12-31,3282523.0
7347,USB,2022-01-03,5430991.0
7348,USB,2022-01-04,7552730.0
7349,USB,2022-01-05,6527268.0
7350,USB,2022-01-06,5783323.0
7351,USB,2022-01-07,7040145.0
7352,USB,2022-01-10,7635492.0
7353,USB,2022-01-11,6316812.0
7354,USB,2022-01-12,5649591.0
7355,USB,2022-01-13,6612772.0
7356,USB,2022-01-14,7236685.0
7357,USB,2022-01-18,7625447.0
7358,USB,2022-01-19,13764562.0
7359,USB,2022-01-20,13476929.0
7360,USB,2022-01-21,13354010.0
7361,USB,2022-01-24,15291496.0
7362,USB,2022-01-25,8466167.0
7363,USB,2022-01-26,7507061.0
7364,USB,2022-01-27,7130048.0
7365,USB,2022-01-28,6843795.0
7366,USB,2022-01-31,9476115.0
7367,USB,2022-02-01,6341828.0
7368,USB,2022-02-02,7702272.0
7369,USB,2022-02-03,4809314.0
7370,USB,2022-02-04,5307302.0
7371,USB,2022-02-07,5853100.0
7372,USB,2022-02-08,11056078.0
7373,USB,2022-02-09,5928572.0
7374,USB,2022-02-10,6952959.0
7375,USB,2022-02-11,7330358.0
7376,USB,2022-02-14,7279616.0
7377,USB,2022-02-15,4312138.0
7378,USB,2022-02-16,3994084.0
7379,USB,2022-02-17,4721782.0
7380,USB,2022-02-18,6264910.0
7381,USB,2022-02-22,7458305.0
7382,USB,2022-02-23,8561171.0
7383,USB,2022-02-24,11719595.0
7384,USB,2022-02-25,10009654.0
7385,USB,2022-02-28,9501572.0
7386,USB,2022-03-01,13167657.0
7387,USB,2022-03-02,9063263.0
7388,USB,2022-03-03,8283037.0
7389,USB,2022-03-04,7772025.0
7390,USB,2022-03-07,10401811.0
7391,USB,2022-03-08,9850234.0
7392,USB,2022-03-09,7817771.0
7393,USB,2022-03-10,10672383.0
7394,USB,2022-03-11,7434605.0
7395,USB,2022-03-14,9175188.0
7396,USB,2022-03-15,7606352.0
7397,USB,2022-03-16,9093765.0
7398,USB,2022-03-17,6955710.0
7399,USB,2022-03-18,18475707.0
7400,USB,2022-03-21,8431184.0
7401,USB,2022-03-22,4753978.0
7402,USB,2022-03-23,6456426.0
7403,USB,2022-03-24,6459882.0
7404,USB,2022-03-25,4079698.0
7405,USB,2022-03-28,6882515.0
7406,USB,2022-03-29,6182751.0
7407,USB,2022-03-30,7908473.0
7408,USB,2022-03-31,9511280.0
7409,USB,2022-04-01,7514589.0
7410,USB,2022-04-04,5617462.0
7411,USB,2022-04-05,7369998.0
7412,USB,2022-04-06,8299320.0
7413,USB,2022-04-07,8656079.0
7414,USB,2022-04-08,9974812.0
7415,USB,2022-04-11,8520769.0
7416,USB,2022-04-12,7387818.0
7417,USB,2022-04-13,10788116.0
7418,USB,2022-04-14,10824083.0
7419,USB,2022-04-18,8467980.0
7420,USB,2022-04-19,7707071.0
7421,USB,2022-04-20,7978844.0
7422,USB,2022-04-21,6745087.0
7423,USB,2022-04-22,6300915.0
7424,USB,2022-04-25,8400731.0
7425,USB,2022-04-26,6488143.0
7426,USB,2022-04-27,7795514.0
7427,USB,2022-04-28,8219357.0
7428,USB,2022-04-29,8803621.0
7429,USB,2022-05-02,8139875.0
7430,USB,2022-05-03,5843048.0
7431,USB,2022-05-04,8092571.0
7432,USB,2022-05-05,6860999.0
7433,USB,2022-05-06,7779245.0
7434,USB,2022-05-09,9513488.0
7435,USB,2022-05-10,9607851.0
7436,USB,2022-05-11,7711388.0
7437,USB,2022-05-12,7743684.0
7438,USB,2022-05-13,5589111.0
7439,USB,2022-05-16,5956553.0
7440,USB,2022-05-17,5589846.0
7441,USB,2022-05-18,6481855.0
7442,USB,2022-05-19,7078502.0
7443,USB,2022-05-20,8463807.0
7444,USB,2022-05-23,6472298.0
7445,USB,2022-05-24,7000343.0
7446,USB,2022-05-25,7374729.0
7447,USB,2022-05-26,5799057.0
7448,USB,2022-05-27,5645903.0
7449,USB,2022-05-31,10600719.0
7450,USB,2022-06-01,8293251.0
7451,USB,2022-06-02,7882498.0
7452,USB,2022-06-03,8820514.0
7453,USB,2022-06-06,5009308.0
7454,USB,2022-06-07,5080025.0
7455,USB,2022-06-08,4409099.0
7456,USB,2022-06-09,5307689.0
7457,USB,2022-06-10,8451203.0
7458,USB,2022-06-13,10676792.0
7459,USB,2022-06-14,13689792.0
7460,USB,2022-06-15,11557116.0
7461,USB,2022-06-16,8390374.0
7462,USB,2022-06-17,19038688.0
7463,USB,2022-06-21,7722330.0
7464,USB,2022-06-22,5877101.0
7465,USB,2022-06-23,6328906.0
7466,USB,2022-06-24,6924988.0
7467,USB,2022-06-27,7078473.0
7468,USB,2022-06-28,6401582.0
7469,USB,2022-06-29,4975258.0
7470,USB,2022-06-30,6233182.0
7471,USB,2022-07-01,5398178.0
7472,USB,2022-07-05,4884443.0
7473,USB,2022-07-06,5701753.0
7474,USB,2022-07-07,3679898.0
7475,USB,2022-07-08,3546799.0
7476,USB,2022-07-11,4641324.0
7477,USB,2022-07-12,4137097.0
7478,USB,2022-07-13,5460497.0
7479,USB,2022-07-14,7298284.0
7480,USB,2022-07-15,8608199.0
7481,USB,2022-07-18,7434963.0
7482,USB,2022-07-19,5683993.0
7483,USB,2022-07-20,6130757.0
7484,USB,2022-07-21,6619388.0
7485,USB,2022-07-22,5009136.0
7486,USB,2022-07-25,4054248.0
7487,USB,2022-07-26,4995058.0
7488,USB,2022-07-27,5456960.0
7489,USB,2022-07-28,13267884.0
7490,USB,2022-07-29,7705103.0
7491,USB,2022-08-01,7322988.0
7492,USB,2022-08-02,6532859.0
7493,USB,2022-08-03,5691068.0
7494,USB,2022-08-04,6531331.0
7495,USB,2022-08-05,4061146.0
7496,USB,2022-08-08,5316192.0
7497,USB,2022-08-09,3947708.0
7498,USB,2022-08-10,6098088.0
7499,USB,2022-08-11,6171657.0
7500,USB,2022-08-12,6432292.0
7501,USB,2022-08-15,4947802.0
7502,USB,2022-08-16,4790120.0
7503,USB,2022-08-17,5553219.0
7504,USB,2022-08-18,5400494.0
7505,USB,2022-08-19,7197156.0
7506,USB,2022-08-22,5816671.0
7507,USB,2022-08-23,4411537.0
7508,USB,2022-08-24,4620849.0
7509,USB,2022-08-25,5296740.0
7510,USB,2022-08-26,5070230.0
7511,USB,2022-08-29,3650080.0
7512,USB,2022-08-30,5105475.0
7513,USB,2022-08-31,6239767.0
7514,USB,2022-09-01,4920661.0
7515,USB,2022-09-02,5980396.0
7516,USB,2022-09-06,5331463.0
7517,USB,2022-09-07,6431869.0
7518,USB,2022-09-08,7275546.0
7519,USB,2022-09-09,6730530.0
7520,USB,2022-09-12,7251076.0
7521,USB,2022-09-13,8109474.0
7522,USB,2022-09-14,6664395.0
7523,USB,2022-09-15,12610769.0
7524,USB,2022-09-16,20653459.0
7525,USB,2022-09-19,9303656.0
7526,USB,2022-09-20,8930321.0
7527,USB,2022-09-21,7051597.0
7528,USB,2022-09-22,6923742.0
7529,USB,2022-09-23,8185517.0
7530,HUM,2021-09-27,432583.0
7531,HUM,2021-09-28,569073.0
7532,HUM,2021-09-29,513492.0
7533,HUM,2021-09-30,836136.0
7534,HUM,2021-10-01,614591.0
7535,HUM,2021-10-04,622752.0
7536,HUM,2021-10-05,624257.0
7537,HUM,2021-10-06,760524.0
7538,HUM,2021-10-07,753277.0
7539,HUM,2021-10-08,943014.0
7540,HUM,2021-10-11,893755.0
7541,HUM,2021-10-12,1112155.0
7542,HUM,2021-10-13,1039280.0
7543,HUM,2021-10-14,1696255.0
7544,HUM,2021-10-15,1832979.0
7545,HUM,2021-10-18,796132.0
7546,HUM,2021-10-19,657371.0
7547,HUM,2021-10-20,1063331.0
7548,HUM,2021-10-21,507685.0
7549,HUM,2021-10-22,423865.0
7550,HUM,2021-10-25,583786.0
7551,HUM,2021-10-26,601961.0
7552,HUM,2021-10-27,699900.0
7553,HUM,2021-10-28,805492.0
7554,HUM,2021-10-29,1079609.0
7555,HUM,2021-11-01,924395.0
7556,HUM,2021-11-02,740632.0
7557,HUM,2021-11-03,1517216.0
7558,HUM,2021-11-04,993249.0
7559,HUM,2021-11-05,725133.0
7560,HUM,2021-11-08,713807.0
7561,HUM,2021-11-09,611839.0
7562,HUM,2021-11-10,447509.0
7563,HUM,2021-11-11,463091.0
7564,HUM,2021-11-12,496264.0
7565,HUM,2021-11-15,610383.0
7566,HUM,2021-11-16,720632.0
7567,HUM,2021-11-17,609511.0
7568,HUM,2021-11-18,774471.0
7569,HUM,2021-11-19,675886.0
7570,HUM,2021-11-22,443163.0
7571,HUM,2021-11-23,452910.0
7572,HUM,2021-11-24,476551.0
7573,HUM,2021-11-26,650965.0
7574,HUM,2021-11-29,463226.0
7575,HUM,2021-11-30,1184588.0
7576,HUM,2021-12-01,664818.0
7577,HUM,2021-12-02,790130.0
7578,HUM,2021-12-03,545843.0
7579,HUM,2021-12-06,680855.0
7580,HUM,2021-12-07,468221.0
7581,HUM,2021-12-08,898528.0
7582,HUM,2021-12-09,1120261.0
7583,HUM,2021-12-10,905578.0
7584,HUM,2021-12-13,709596.0
7585,HUM,2021-12-14,985370.0
7586,HUM,2021-12-15,767301.0
7587,HUM,2021-12-16,1005982.0
7588,HUM,2021-12-17,1329535.0
7589,HUM,2021-12-20,878733.0
7590,HUM,2021-12-21,507976.0
7591,HUM,2021-12-22,477429.0
7592,HUM,2021-12-23,352507.0
7593,HUM,2021-12-27,259349.0
7594,HUM,2021-12-28,315706.0
7595,HUM,2021-12-29,321291.0
7596,HUM,2021-12-30,804327.0
7597,HUM,2021-12-31,347602.0
7598,HUM,2022-01-03,627043.0
7599,HUM,2022-01-04,650064.0
7600,HUM,2022-01-05,725888.0
7601,HUM,2022-01-06,7652206.0
7602,HUM,2022-01-07,5517367.0
7603,HUM,2022-01-10,3131986.0
7604,HUM,2022-01-11,1878063.0
7605,HUM,2022-01-12,1602631.0
7606,HUM,2022-01-13,1615259.0
7607,HUM,2022-01-14,1113589.0
7608,HUM,2022-01-18,1512485.0
7609,HUM,2022-01-19,1827589.0
7610,HUM,2022-01-20,1267750.0
7611,HUM,2022-01-21,2621299.0
7612,HUM,2022-01-24,1555184.0
7613,HUM,2022-01-25,1154906.0
7614,HUM,2022-01-26,1718041.0
7615,HUM,2022-01-27,1335606.0
7616,HUM,2022-01-28,1233123.0
7617,HUM,2022-01-31,1471765.0
7618,HUM,2022-02-01,1580230.0
7619,HUM,2022-02-02,1873068.0
7620,HUM,2022-02-03,3772297.0
7621,HUM,2022-02-04,1912411.0
7622,HUM,2022-02-07,1180866.0
7623,HUM,2022-02-08,1277545.0
7624,HUM,2022-02-09,1632329.0
7625,HUM,2022-02-10,921467.0
7626,HUM,2022-02-11,1254412.0
7627,HUM,2022-02-14,749376.0
7628,HUM,2022-02-15,1098590.0
7629,HUM,2022-02-16,1017377.0
7630,HUM,2022-02-17,530586.0
7631,HUM,2022-02-18,836219.0
7632,HUM,2022-02-22,937850.0
7633,HUM,2022-02-23,946602.0
7634,HUM,2022-02-24,1059533.0
7635,HUM,2022-02-25,795825.0
7636,HUM,2022-02-28,721193.0
7637,HUM,2022-03-01,691809.0
7638,HUM,2022-03-02,904393.0
7639,HUM,2022-03-03,736210.0
7640,HUM,2022-03-04,900288.0
7641,HUM,2022-03-07,866976.0
7642,HUM,2022-03-08,782808.0
7643,HUM,2022-03-09,725802.0
