indexkey,Symbol,Date,Volume_Traded
2052,MSFT,2021-11-29,28563481.0
2053,MSFT,2021-11-30,42885609.0
2054,MSFT,2021-12-01,33401146.0
2055,MSFT,2021-12-02,30765980.0
2056,MSFT,2021-12-03,41779279.0
2057,MSFT,2021-12-06,30032556.0
2058,MSFT,2021-12-07,31021936.0
2059,MSFT,2021-12-08,24760988.0
2060,MSFT,2021-12-09,22214158.0
2061,MSFT,2021-12-10,38095694.0
2062,MSFT,2021-12-13,28899431.0
2063,MSFT,2021-12-14,44438699.0
2064,MSFT,2021-12-15,35381122.0
2065,MSFT,2021-12-16,35034831.0
2066,MSFT,2021-12-17,47983713.0
2067,MSFT,2021-12-20,28326532.0
2068,MSFT,2021-12-21,24740597.0
2069,MSFT,2021-12-22,24831493.0
2070,MSFT,2021-12-23,19617848.0
2071,MSFT,2021-12-27,19947029.0
2072,MSFT,2021-12-28,15661467.0
2073,MSFT,2021-12-29,15041956.0
2074,MSFT,2021-12-30,15994471.0
2075,MSFT,2021-12-31,18000797.0
2076,MSFT,2022-01-03,28918013.0
2077,MSFT,2022-01-04,32674306.0
2078,MSFT,2022-01-05,40054327.0
2079,MSFT,2022-01-06,39646148.0
2080,MSFT,2022-01-07,32720018.0
2081,MSFT,2022-01-10,44289467.0
2082,MSFT,2022-01-11,29386774.0
2083,MSFT,2022-01-12,34372217.0
2084,MSFT,2022-01-13,45365979.0
2085,MSFT,2022-01-14,39846414.0
2086,MSFT,2022-01-18,42434112.0
2087,MSFT,2022-01-19,45933855.0
2088,MSFT,2022-01-20,35380675.0
2089,MSFT,2022-01-21,57984403.0
2090,MSFT,2022-01-24,86035393.0
2091,MSFT,2022-01-25,72848638.0
2092,MSFT,2022-01-26,90428853.0
2093,MSFT,2022-01-27,53481317.0
2094,MSFT,2022-01-28,49743698.0
2095,MSFT,2022-01-31,46444536.0
2096,MSFT,2022-02-01,40950396.0
2097,MSFT,2022-02-02,36635989.0
2098,MSFT,2022-02-03,43729972.0
2099,MSFT,2022-02-04,35096488.0
2100,MSFT,2022-02-07,28533286.0
2101,MSFT,2022-02-08,32421188.0
2102,MSFT,2022-02-09,31284671.0
2103,MSFT,2022-02-10,45386199.0
2104,MSFT,2022-02-11,39175620.0
2105,MSFT,2022-02-14,36359487.0
2106,MSFT,2022-02-15,27379488.0
2107,MSFT,2022-02-16,29982121.0
2108,MSFT,2022-02-17,32461580.0
2109,MSFT,2022-02-18,34264008.0
2110,MSFT,2022-02-22,41736117.0
2111,MSFT,2022-02-23,37811167.0
2112,MSFT,2022-02-24,56989686.0
2113,MSFT,2022-02-25,32546721.0
2114,MSFT,2022-02-28,34627457.0
2115,MSFT,2022-03-01,31217778.0
2116,MSFT,2022-03-02,31873007.0
2117,MSFT,2022-03-03,27314469.0
2118,MSFT,2022-03-04,32369655.0
2119,MSFT,2022-03-07,43157178.0
2120,MSFT,2022-03-08,48159475.0
2121,MSFT,2022-03-09,35204480.0
2122,MSFT,2022-03-10,30628012.0
2123,MSFT,2022-03-11,27209330.0
2124,MSFT,2022-03-14,30660747.0
2125,MSFT,2022-03-15,34245085.0
2126,MSFT,2022-03-16,37826329.0
2127,MSFT,2022-03-17,30816633.0
2128,MSFT,2022-03-18,43390625.0
2129,MSFT,2022-03-21,28351245.0
2130,MSFT,2022-03-22,27599689.0
2131,MSFT,2022-03-23,25715377.0
2132,MSFT,2022-03-24,24484456.0
2133,MSFT,2022-03-25,22566453.0
2134,MSFT,2022-03-28,29578188.0
2135,MSFT,2022-03-29,30393403.0
2136,MSFT,2022-03-30,28163555.0
2137,MSFT,2022-03-31,33422070.0
2138,MSFT,2022-04-01,27110529.0
2139,MSFT,2022-04-04,24335868.0
2140,MSFT,2022-04-05,23156719.0
2141,MSFT,2022-04-06,40110372.0
2142,MSFT,2022-04-07,31411155.0
2143,MSFT,2022-04-08,24361917.0
2144,MSFT,2022-04-11,34569264.0
2145,MSFT,2022-04-12,30966721.0
2146,MSFT,2022-04-13,21907176.0
2147,MSFT,2022-04-14,28221607.0
2148,MSFT,2022-04-18,20778000.0
2149,MSFT,2022-04-19,22297720.0
2150,MSFT,2022-04-20,22906667.0
2151,MSFT,2022-04-21,29454587.0
2152,MSFT,2022-04-22,29405798.0
2153,MSFT,2022-04-25,35678852.0
2154,MSFT,2022-04-26,46518445.0
2155,MSFT,2022-04-27,63477694.0
2156,MSFT,2022-04-28,33646570.0
2157,MSFT,2022-04-29,37073923.0
2158,MSFT,2022-05-02,35151105.0
2159,MSFT,2022-05-03,25978605.0
2160,MSFT,2022-05-04,33599320.0
2161,MSFT,2022-05-05,43260386.0
2162,MSFT,2022-05-06,37780322.0
2163,MSFT,2022-05-09,47725952.0
2164,MSFT,2022-05-10,39336424.0
2165,MSFT,2022-05-11,48975898.0
2166,MSFT,2022-05-12,51033802.0
2167,MSFT,2022-05-13,34925093.0
2168,MSFT,2022-05-16,32550933.0
2169,MSFT,2022-05-17,28828799.0
2170,MSFT,2022-05-18,31355985.0
2171,MSFT,2022-05-19,32692286.0
2172,MSFT,2022-05-20,39199279.0
2173,MSFT,2022-05-23,33175379.0
2174,MSFT,2022-05-24,29043904.0
2175,MSFT,2022-05-25,28547947.0
2176,MSFT,2022-05-26,25002105.0
2177,MSFT,2022-05-27,26910806.0
2178,MSFT,2022-05-31,37827695.0
2179,MSFT,2022-06-01,25292174.0
2180,MSFT,2022-06-02,44008209.0
2181,MSFT,2022-06-03,28058958.0
2182,MSFT,2022-06-06,22400342.0
2183,MSFT,2022-06-07,22860677.0
2184,MSFT,2022-06-08,17372341.0
2185,MSFT,2022-06-09,26439728.0
2186,MSFT,2022-06-10,31445841.0
2187,MSFT,2022-06-13,46135788.0
2188,MSFT,2022-06-14,28651487.0
2189,MSFT,2022-06-15,33111729.0
2190,MSFT,2022-06-16,33169160.0
2191,MSFT,2022-06-17,43084780.0
2192,MSFT,2022-06-21,29928297.0
2193,MSFT,2022-06-22,25961215.0
2194,MSFT,2022-06-23,25861449.0
2195,MSFT,2022-06-24,33923231.0
2196,MSFT,2022-06-27,24615114.0
2197,MSFT,2022-06-28,27380247.0
2198,MSFT,2022-06-29,20069839.0
2199,MSFT,2022-06-30,31730868.0
2200,MSFT,2022-07-01,22837692.0
2201,MSFT,2022-07-05,22971634.0
2202,MSFT,2022-07-06,23824419.0
2203,MSFT,2022-07-07,20859874.0
2204,MSFT,2022-07-08,19658751.0
2205,MSFT,2022-07-11,19519108.0
2206,MSFT,2022-07-12,35868450.0
2207,MSFT,2022-07-13,29497423.0
2208,MSFT,2022-07-14,25102823.0
2209,MSFT,2022-07-15,29774050.0
2210,MSFT,2022-07-18,20975034.0
2211,MSFT,2022-07-19,25012562.0
2212,MSFT,2022-07-20,22788282.0
2213,MSFT,2022-07-21,22404675.0
2214,MSFT,2022-07-22,21881290.0
2215,MSFT,2022-07-25,21055998.0
2216,MSFT,2022-07-26,39347957.0
2217,MSFT,2022-07-27,45994049.0
2218,MSFT,2022-07-28,33459327.0
2219,MSFT,2022-07-29,32152752.0
2220,MSFT,2022-08-01,21539580.0
2221,MSFT,2022-08-02,22754184.0
2222,MSFT,2022-08-03,23518874.0
2223,MSFT,2022-08-04,18098668.0
2224,MSFT,2022-08-05,16774606.0
2225,MSFT,2022-08-08,18757818.0
2226,MSFT,2022-08-09,23405238.0
2227,MSFT,2022-08-10,24687845.0
2228,MSFT,2022-08-11,20065938.0
2229,MSFT,2022-08-12,22619675.0
2230,MSFT,2022-08-15,18085654.0
2231,MSFT,2022-08-16,18102882.0
2232,MSFT,2022-08-17,18253358.0
2233,MSFT,2022-08-18,17186192.0
2234,MSFT,2022-08-19,20570033.0
2235,MSFT,2022-08-22,25061070.0
2236,MSFT,2022-08-23,17527409.0
2237,MSFT,2022-08-24,18137019.0
2238,MSFT,2022-08-25,16583407.0
2239,MSFT,2022-08-26,27549307.0
2240,MSFT,2022-08-29,20338544.0
2241,MSFT,2022-08-30,22767071.0
2242,MSFT,2022-08-31,24791834.0
2243,MSFT,2022-09-01,23263431.0
2244,MSFT,2022-09-02,22855380.0
2245,MSFT,2022-09-06,21328242.0
2246,MSFT,2022-09-07,24126700.0
2247,MSFT,2022-09-08,20319911.0
2248,MSFT,2022-09-09,22093190.0
2249,MSFT,2022-09-12,18747690.0
2250,MSFT,2022-09-13,33353318.0
2251,MSFT,2022-09-14,23912954.0
2252,MSFT,2022-09-15,31530948.0
2253,MSFT,2022-09-16,39791768.0
2254,MSFT,2022-09-19,26826931.0
2255,MSFT,2022-09-20,26660299.0
2256,MSFT,2022-09-21,28625557.0
2257,MSFT,2022-09-22,31061162.0
2258,MSFT,2022-09-23,34176048.0
2259,GOOG,2021-09-27,942204.0
2260,GOOG,2021-09-28,2109483.0
2261,GOOG,2021-09-29,1316861.0
2262,GOOG,2021-09-30,1768199.0
2263,GOOG,2021-10-01,1419365.0
2264,GOOG,2021-10-04,1576495.0
2265,GOOG,2021-10-05,1206337.0
2266,GOOG,2021-10-06,988216.0
2267,GOOG,2021-10-07,912523.0
2268,GOOG,2021-10-08,946421.0
2269,GOOG,2021-10-11,829238.0
2270,GOOG,2021-10-12,1126751.0
2271,GOOG,2021-10-13,819664.0
2272,GOOG,2021-10-14,1071878.0
2273,GOOG,2021-10-15,1062668.0
2274,GOOG,2021-10-18,828360.0
2275,GOOG,2021-10-19,765792.0
2276,GOOG,2021-10-20,896975.0
2277,GOOG,2021-10-21,742496.0
2278,GOOG,2021-10-22,1509132.0
2279,GOOG,2021-10-25,1054085.0
2280,GOOG,2021-10-26,1412937.0
2281,GOOG,2021-10-27,2592546.0
2282,GOOG,2021-10-28,1620903.0
2283,GOOG,2021-10-29,1447725.0
2284,GOOG,2021-11-01,1613605.0
2285,GOOG,2021-11-02,1057529.0
2286,GOOG,2021-11-03,894330.0
2287,GOOG,2021-11-04,1235040.0
2288,GOOG,2021-11-05,1020407.0
2289,GOOG,2021-11-08,919407.0
2290,GOOG,2021-11-09,843778.0
2291,GOOG,2021-11-10,1135416.0
2292,GOOG,2021-11-11,623155.0
2293,GOOG,2021-11-12,852383.0
2294,GOOG,2021-11-15,812367.0
2295,GOOG,2021-11-16,862743.0
2296,GOOG,2021-11-17,764541.0
2297,GOOG,2021-11-18,1334120.0
2298,GOOG,2021-11-19,989148.0
2299,GOOG,2021-11-22,1231385.0
2300,GOOG,2021-11-23,906657.0
2301,GOOG,2021-11-24,823203.0
2302,GOOG,2021-11-26,849606.0
2303,GOOG,2021-11-29,1313806.0
2304,GOOG,2021-11-30,2079526.0
2305,GOOG,2021-12-01,1427289.0
2306,GOOG,2021-12-02,1062535.0
2307,GOOG,2021-12-03,1334374.0
2308,GOOG,2021-12-06,1109885.0
2309,GOOG,2021-12-07,1162914.0
2310,GOOG,2021-12-08,948197.0
2311,GOOG,2021-12-09,929030.0
2312,GOOG,2021-12-10,1081923.0
2313,GOOG,2021-12-13,1205196.0
2314,GOOG,2021-12-14,1238940.0
2315,GOOG,2021-12-15,1364048.0
2316,GOOG,2021-12-16,1369987.0
2317,GOOG,2021-12-17,2170235.0
2318,GOOG,2021-12-20,1013176.0
2319,GOOG,2021-12-21,977597.0
2320,GOOG,2021-12-22,922024.0
2321,GOOG,2021-12-23,690934.0
2322,GOOG,2021-12-27,662966.0
2323,GOOG,2021-12-28,931792.0
2324,GOOG,2021-12-29,851236.0
2325,GOOG,2021-12-30,648851.0
2326,GOOG,2021-12-31,864885.0
2327,GOOG,2022-01-03,1261225.0
2328,GOOG,2022-01-04,1146389.0
2329,GOOG,2022-01-05,2482076.0
2330,GOOG,2022-01-06,1452452.0
2331,GOOG,2022-01-07,970412.0
2332,GOOG,2022-01-10,1704784.0
2333,GOOG,2022-01-11,1175062.0
2334,GOOG,2022-01-12,1182079.0
2335,GOOG,2022-01-13,1328254.0
2336,GOOG,2022-01-14,1191296.0
2337,GOOG,2022-01-18,1370098.0
2338,GOOG,2022-01-19,1039764.0
2339,GOOG,2022-01-20,1096528.0
2340,GOOG,2022-01-21,2095961.0
2341,GOOG,2022-01-24,2764602.0
2342,GOOG,2022-01-25,1800430.0
2343,GOOG,2022-01-26,1981544.0
2344,GOOG,2022-01-27,1514251.0
2345,GOOG,2022-01-28,1525878.0
2346,GOOG,2022-01-31,1702778.0
2347,GOOG,2022-02-01,2560160.0
2348,GOOG,2022-02-02,4487538.0
2349,GOOG,2022-02-03,2846507.0
2350,GOOG,2022-02-04,2461220.0
2351,GOOG,2022-02-07,2230537.0
2352,GOOG,2022-02-08,1712752.0
2353,GOOG,2022-02-09,1431358.0
2354,GOOG,2022-02-10,1650885.0
2355,GOOG,2022-02-11,1940440.0
2356,GOOG,2022-02-14,1339640.0
2357,GOOG,2022-02-15,1328878.0
2358,GOOG,2022-02-16,1280483.0
2359,GOOG,2022-02-17,1548406.0
2360,GOOG,2022-02-18,1592930.0
2361,GOOG,2022-02-22,1945329.0
2362,GOOG,2022-02-23,1321564.0
2363,GOOG,2022-02-24,2158254.0
2364,GOOG,2022-02-25,1311793.0
2365,GOOG,2022-02-28,1483784.0
2366,GOOG,2022-03-01,1231996.0
2367,GOOG,2022-03-02,1198337.0
2368,GOOG,2022-03-03,988965.0
2369,GOOG,2022-03-04,1223612.0
2370,GOOG,2022-03-07,1958895.0
2371,GOOG,2022-03-08,1762478.0
2372,GOOG,2022-03-09,1593917.0
2373,GOOG,2022-03-10,1213260.0
2374,GOOG,2022-03-11,1329990.0
2375,GOOG,2022-03-14,1512693.0
2376,GOOG,2022-03-15,1514630.0
2377,GOOG,2022-03-16,1602910.0
2378,GOOG,2022-03-17,1199719.0
2379,GOOG,2022-03-18,2294985.0
2380,GOOG,2022-03-21,1331623.0
2381,GOOG,2022-03-22,1488843.0
2382,GOOG,2022-03-23,1265116.0
2383,GOOG,2022-03-24,1027236.0
2384,GOOG,2022-03-25,964454.0
2385,GOOG,2022-03-28,1188654.0
2386,GOOG,2022-03-29,1433921.0
2387,GOOG,2022-03-30,1052319.0
2388,GOOG,2022-03-31,1475816.0
2389,GOOG,2022-04-01,1174001.0
2390,GOOG,2022-04-04,954245.0
2391,GOOG,2022-04-05,962778.0
2392,GOOG,2022-04-06,1178730.0
2393,GOOG,2022-04-07,972427.0
2394,GOOG,2022-04-08,821724.0
2395,GOOG,2022-04-11,1209367.0
2396,GOOG,2022-04-12,1150161.0
2397,GOOG,2022-04-13,977148.0
2398,GOOG,2022-04-14,1174168.0
2399,GOOG,2022-04-18,745860.0
2400,GOOG,2022-04-19,1135965.0
2401,GOOG,2022-04-20,1130469.0
2402,GOOG,2022-04-21,1507877.0
2403,GOOG,2022-04-22,2320515.0
2404,GOOG,2022-04-25,1726090.0
2405,GOOG,2022-04-26,2469652.0
2406,GOOG,2022-04-27,3111906.0
2407,GOOG,2022-04-28,1839547.0
2408,GOOG,2022-04-29,1684655.0
2409,GOOG,2022-05-02,1513982.0
2410,GOOG,2022-05-03,1060787.0
2411,GOOG,2022-05-04,1661573.0
2412,GOOG,2022-05-05,2154452.0
2413,GOOG,2022-05-06,1765474.0
2414,GOOG,2022-05-09,1726048.0
2415,GOOG,2022-05-10,1557889.0
2416,GOOG,2022-05-11,1825082.0
2417,GOOG,2022-05-12,2073244.0
2418,GOOG,2022-05-13,1486878.0
2419,GOOG,2022-05-16,1164119.0
2420,GOOG,2022-05-17,1078804.0
2421,GOOG,2022-05-18,1399138.0
2422,GOOG,2022-05-19,1459587.0
2423,GOOG,2022-05-20,1879301.0
2424,GOOG,2022-05-23,1577911.0
2425,GOOG,2022-05-24,3019319.0
2426,GOOG,2022-05-25,1894967.0
2427,GOOG,2022-05-26,1514374.0
2428,GOOG,2022-05-27,1496221.0
2429,GOOG,2022-05-31,2565096.0
2430,GOOG,2022-06-01,1431464.0
2431,GOOG,2022-06-02,1374770.0
2432,GOOG,2022-06-03,1247604.0
2433,GOOG,2022-06-06,1189336.0
2434,GOOG,2022-06-07,1320677.0
2435,GOOG,2022-06-08,1127213.0
2436,GOOG,2022-06-09,1157080.0
2437,GOOG,2022-06-10,1567487.0
2438,GOOG,2022-06-13,1837810.0
2439,GOOG,2022-06-14,1274047.0
2440,GOOG,2022-06-15,1659601.0
2441,GOOG,2022-06-16,1765662.0
2442,GOOG,2022-06-17,2175833.0
2443,GOOG,2022-06-21,1950514.0
2444,GOOG,2022-06-22,1196086.0
2445,GOOG,2022-06-23,1235486.0
2446,GOOG,2022-06-24,1956138.0
2447,GOOG,2022-06-27,1641965.0
2448,GOOG,2022-06-28,1415811.0
2449,GOOG,2022-06-29,931393.0
2450,GOOG,2022-06-30,1902302.0
2451,GOOG,2022-07-01,1551394.0
2452,GOOG,2022-07-05,1821469.0
2453,GOOG,2022-07-06,1442634.0
2454,GOOG,2022-07-07,1609197.0
2455,GOOG,2022-07-08,1454110.0
2456,GOOG,2022-07-11,1341523.0
2457,GOOG,2022-07-12,1248508.0
2458,GOOG,2022-07-13,1947943.0
2459,GOOG,2022-07-14,1618277.0
2460,GOOG,2022-07-15,1716538.0
2461,GOOG,2022-07-18,33353985.0
2462,GOOG,2022-07-19,30992331.0
2463,GOOG,2022-07-20,26780088.0
2464,GOOG,2022-07-21,27267848.0
2465,GOOG,2022-07-22,44455304.0
2466,GOOG,2022-07-25,28289942.0
2467,GOOG,2022-07-26,36626630.0
2468,GOOG,2022-07-27,41474618.0
2469,GOOG,2022-07-28,23303844.0
2470,GOOG,2022-07-29,31336183.0
2471,GOOG,2022-08-01,22856202.0
2472,GOOG,2022-08-02,17911039.0
2473,GOOG,2022-08-03,25302816.0
2474,GOOG,2022-08-04,15757698.0
2475,GOOG,2022-08-05,15615663.0
2476,GOOG,2022-08-08,17061112.0
2477,GOOG,2022-08-09,15424257.0
2478,GOOG,2022-08-10,20497021.0
2479,GOOG,2022-08-11,16671627.0
2480,GOOG,2022-08-12,16121087.0
2481,GOOG,2022-08-15,15524951.0
2482,GOOG,2022-08-16,15626171.0
2483,GOOG,2022-08-17,17589157.0
2484,GOOG,2022-08-18,15652029.0
2485,GOOG,2022-08-19,20186983.0
2486,GOOG,2022-08-22,19316024.0
2487,GOOG,2022-08-23,14390691.0
2488,GOOG,2022-08-24,16051174.0
2489,GOOG,2022-08-25,14874666.0
2490,GOOG,2022-08-26,31698668.0
2491,GOOG,2022-08-29,20386142.0
2492,GOOG,2022-08-30,20548202.0
2493,GOOG,2022-08-31,25897978.0
2494,GOOG,2022-09-01,22784385.0
2495,GOOG,2022-09-02,20618080.0
2496,GOOG,2022-09-06,20565050.0
2497,GOOG,2022-09-07,22987178.0
2498,GOOG,2022-09-08,21660654.0
2499,GOOG,2022-09-09,21745034.0
2500,GOOG,2022-09-12,19732905.0
2501,GOOG,2022-09-13,33014991.0
2502,GOOG,2022-09-14,22115805.0
2503,GOOG,2022-09-15,26494933.0
2504,GOOG,2022-09-16,64540115.0
2505,GOOG,2022-09-19,19738603.0
2506,GOOG,2022-09-20,24001668.0
2507,GOOG,2022-09-21,26596757.0
2508,GOOG,2022-09-22,21272675.0
2509,GOOG,2022-09-23,25656959.0
2510,AMZN,2021-09-27,3634450.0
2511,AMZN,2021-09-28,4430819.0
2512,AMZN,2021-09-29,2562268.0
2513,AMZN,2021-09-30,2847033.0
2514,AMZN,2021-10-01,2835617.0
2515,AMZN,2021-10-04,4523057.0
2516,AMZN,2021-10-05,3269208.0
2517,AMZN,2021-10-06,2532977.0
2518,AMZN,2021-10-07,2409075.0
2519,AMZN,2021-10-08,1998217.0
2520,AMZN,2021-10-11,2034203.0
2521,AMZN,2021-10-12,1819571.0
2522,AMZN,2021-10-13,2425086.0
2523,AMZN,2021-10-14,2112020.0
2524,AMZN,2021-10-15,5179941.0
2525,AMZN,2021-10-18,3174115.0
2526,AMZN,2021-10-19,2386079.0
2527,AMZN,2021-10-20,2139777.0
2528,AMZN,2021-10-21,1881385.0
2529,AMZN,2021-10-22,3139053.0
2530,AMZN,2021-10-25,2225956.0
2531,AMZN,2021-10-26,2698342.0
2532,AMZN,2021-10-27,2702224.0
2533,AMZN,2021-10-28,5708733.0
2534,AMZN,2021-10-29,6486077.0
2535,AMZN,2021-11-01,3608879.0
2536,AMZN,2021-11-02,2627590.0
2537,AMZN,2021-11-03,3397189.0
2538,AMZN,2021-11-04,5353020.0
2539,AMZN,2021-11-05,4996951.0
2540,AMZN,2021-11-08,3073992.0
2541,AMZN,2021-11-09,4294922.0
2542,AMZN,2021-11-10,4027422.0
2543,AMZN,2021-11-11,2264406.0
2544,AMZN,2021-11-12,2689434.0
2545,AMZN,2021-11-15,2929719.0
2546,AMZN,2021-11-16,2217071.0
2547,AMZN,2021-11-17,2560270.0
2548,AMZN,2021-11-18,5703538.0
2549,AMZN,2021-11-19,4946203.0
2550,AMZN,2021-11-22,4847850.0
2551,AMZN,2021-11-23,3692246.0
2552,AMZN,2021-11-24,2328018.0
2553,AMZN,2021-11-26,2991297.0
2554,AMZN,2021-11-29,3265557.0
2555,AMZN,2021-11-30,4001107.0
2556,AMZN,2021-12-01,3756995.0
2557,AMZN,2021-12-02,3236288.0
2558,AMZN,2021-12-03,4035550.0
2559,AMZN,2021-12-06,3443000.0
2560,AMZN,2021-12-07,3320536.0
2561,AMZN,2021-12-08,2262683.0
2562,AMZN,2021-12-09,2303091.0
2563,AMZN,2021-12-10,3034488.0
2564,AMZN,2021-12-13,3108450.0
2565,AMZN,2021-12-14,2798764.0
2566,AMZN,2021-12-15,3789713.0
2567,AMZN,2021-12-16,3043842.0
2568,AMZN,2021-12-17,4287758.0
2569,AMZN,2021-12-20,2868633.0
2570,AMZN,2021-12-21,2797791.0
2571,AMZN,2021-12-22,2751773.0
2572,AMZN,2021-12-23,1839412.0
2573,AMZN,2021-12-27,2942341.0
2574,AMZN,2021-12-28,2735593.0
2575,AMZN,2021-12-29,1787702.0
2576,AMZN,2021-12-30,1879155.0
2577,AMZN,2021-12-31,2391519.0
2578,AMZN,2022-01-03,3193457.0
2579,AMZN,2022-01-04,3536258.0
2580,AMZN,2022-01-05,3215136.0
2581,AMZN,2022-01-06,2597889.0
2582,AMZN,2022-01-07,2330295.0
2583,AMZN,2022-01-10,4389915.0
2584,AMZN,2022-01-11,3140279.0
2585,AMZN,2022-01-12,2501456.0
2586,AMZN,2022-01-13,2609415.0
2587,AMZN,2022-01-14,2298743.0
2588,AMZN,2022-01-18,3372072.0
2589,AMZN,2022-01-19,2662096.0
2590,AMZN,2022-01-20,3598666.0
2591,AMZN,2022-01-21,8198572.0
2592,AMZN,2022-01-24,7802237.0
2593,AMZN,2022-01-25,4541233.0
2594,AMZN,2022-01-26,4780085.0
2595,AMZN,2022-01-27,3875790.0
2596,AMZN,2022-01-28,3719599.0
2597,AMZN,2022-01-31,3915372.0
2598,AMZN,2022-02-01,2960992.0
2599,AMZN,2022-02-02,4366488.0
2600,AMZN,2022-02-03,11276568.0
2601,AMZN,2022-02-04,12672793.0
2602,AMZN,2022-02-07,5131219.0
2603,AMZN,2022-02-08,3802018.0
2604,AMZN,2022-02-09,3439280.0
2605,AMZN,2022-02-10,3413406.0
2606,AMZN,2022-02-11,3855022.0
2607,AMZN,2022-02-14,4161535.0
2608,AMZN,2022-02-15,2848533.0
2609,AMZN,2022-02-16,2635214.0
2610,AMZN,2022-02-17,3201625.0
2611,AMZN,2022-02-18,3180205.0
2612,AMZN,2022-02-22,3306412.0
2613,AMZN,2022-02-23,3212178.0
2614,AMZN,2022-02-24,5039288.0
2615,AMZN,2022-02-25,3119768.0
2616,AMZN,2022-02-28,2884171.0
2617,AMZN,2022-03-01,2243679.0
2618,AMZN,2022-03-02,2366736.0
2619,AMZN,2022-03-03,3259860.0
2620,AMZN,2022-03-04,3049156.0
2621,AMZN,2022-03-07,4346693.0
2622,AMZN,2022-03-08,4583129.0
2623,AMZN,2022-03-09,4132833.0
2624,AMZN,2022-03-10,6753145.0
2625,AMZN,2022-03-11,3445028.0
2626,AMZN,2022-03-14,3704305.0
2627,AMZN,2022-03-15,3779230.0
2628,AMZN,2022-03-16,4247884.0
2629,AMZN,2022-03-17,3646742.0
2630,AMZN,2022-03-18,5148138.0
2631,AMZN,2022-03-21,3326876.0
2632,AMZN,2022-03-22,3204306.0
2633,AMZN,2022-03-23,2790593.0
2634,AMZN,2022-03-24,2839903.0
2635,AMZN,2022-03-25,2454275.0
2636,AMZN,2022-03-28,2992691.0
2637,AMZN,2022-03-29,3307680.0
2638,AMZN,2022-03-30,2808363.0
2639,AMZN,2022-03-31,2998289.0
2640,AMZN,2022-04-01,2854475.0
2641,AMZN,2022-04-04,2500398.0
2642,AMZN,2022-04-05,2686428.0
2643,AMZN,2022-04-06,3952788.0
2644,AMZN,2022-04-07,3406839.0
2645,AMZN,2022-04-08,2300083.0
2646,AMZN,2022-04-11,2605617.0
2647,AMZN,2022-04-12,2758872.0
2648,AMZN,2022-04-13,2669544.0
2649,AMZN,2022-04-14,2579907.0
2650,AMZN,2022-04-18,2325676.0
2651,AMZN,2022-04-19,2746321.0
2652,AMZN,2022-04-20,2981501.0
2653,AMZN,2022-04-21,3198466.0
2654,AMZN,2022-04-22,3653929.0
2655,AMZN,2022-04-25,3093749.0
2656,AMZN,2022-04-26,3876458.0
2657,AMZN,2022-04-27,3566815.0
2658,AMZN,2022-04-28,5865847.0
2659,AMZN,2022-04-29,13633086.0
2660,AMZN,2022-05-02,7439449.0
2661,AMZN,2022-05-03,3956668.0
2662,AMZN,2022-05-04,5537268.0
2663,AMZN,2022-05-05,7219561.0
2664,AMZN,2022-05-06,6212995.0
2665,AMZN,2022-05-09,6406219.0
2666,AMZN,2022-05-10,5271691.0
2667,AMZN,2022-05-11,5485182.0
2668,AMZN,2022-05-12,6601257.0
2669,AMZN,2022-05-13,4684228.0
2670,AMZN,2022-05-16,3728287.0
2671,AMZN,2022-05-17,3822387.0
2672,AMZN,2022-05-18,5418959.0
2673,AMZN,2022-05-19,4407127.0
2674,AMZN,2022-05-20,4975032.0
2675,AMZN,2022-05-23,5389868.0
2676,AMZN,2022-05-24,5146734.0
2677,AMZN,2022-05-25,4656005.0
2678,AMZN,2022-05-26,4650130.0
2679,AMZN,2022-05-27,4683008.0
2680,AMZN,2022-05-31,7231708.0
2681,AMZN,2022-06-01,6376449.0
2682,AMZN,2022-06-02,5028034.0
2683,AMZN,2022-06-03,4880166.0
2684,AMZN,2022-06-06,135269024.0
2685,AMZN,2022-06-07,85156712.0
2686,AMZN,2022-06-08,64926594.0
2687,AMZN,2022-06-09,67029842.0
2688,AMZN,2022-06-10,87412245.0
2689,AMZN,2022-06-13,99277742.0
2690,AMZN,2022-06-14,69728761.0
2691,AMZN,2022-06-15,85011060.0
2692,AMZN,2022-06-16,82186301.0
2693,AMZN,2022-06-17,99772147.0
2694,AMZN,2022-06-21,70901245.0
2695,AMZN,2022-06-22,60040131.0
2696,AMZN,2022-06-23,64345300.0
2697,AMZN,2022-06-24,69867618.0
2698,AMZN,2022-06-27,62133240.0
2699,AMZN,2022-06-28,75172028.0
2700,AMZN,2022-06-29,66375341.0
2701,AMZN,2022-06-30,97679401.0
2702,AMZN,2022-07-01,73021171.0
2703,AMZN,2022-07-05,76684414.0
2704,AMZN,2022-07-06,66958884.0
2705,AMZN,2022-07-07,57872323.0
2706,AMZN,2022-07-08,45719694.0
2707,AMZN,2022-07-11,53540019.0
2708,AMZN,2022-07-12,54280257.0
2709,AMZN,2022-07-13,61353812.0
2710,AMZN,2022-07-14,51163140.0
2711,AMZN,2022-07-15,84317816.0
2712,AMZN,2022-07-18,59115419.0
2713,AMZN,2022-07-19,60990043.0
2714,AMZN,2022-07-20,71268322.0
2715,AMZN,2022-07-21,60239892.0
2716,AMZN,2022-07-22,51463797.0
2717,AMZN,2022-07-25,50221259.0
2718,AMZN,2022-07-26,67075064.0
